date,product_id,sku,quantity_sold,unit_price,total_revenue,hour,promotion_active,promotion_discount,transaction_id
2025-11-16,2,BOO00002,1,19.31,19.31,14,False,0.0,TXN000000048
2025-11-16,2,BOO00002,1,19.31,19.31,16,False,0.0,TXN000000049
2025-11-16,2,BOO00002,1,19.31,19.31,14,False,0.0,TXN000000050
2025-11-16,2,BOO00002,1,19.31,19.31,14,False,0.0,TXN000000051
2025-11-16,2,BOO00002,1,19.31,19.31,19,False,0.0,TXN000000052
2025-11-16,37,TOY00037,1,88.71,88.71,12,False,0.0,TXN000000053
2025-11-16,37,TOY00037,1,88.71,88.71,10,False,0.0,TXN000000054
2025-11-16,36,CLO00036,1,123.92,123.92,16,False,0.0,TXN000000055
2025-11-16,36,CLO00036,1,123.92,123.92,14,False,0.0,TXN000000056
2025-11-16,41,ELE00041,2,324.78,649.56,12,False,0.0,TXN000000057
2025-11-16,41,ELE00041,1,324.78,324.78,9,False,0.0,TXN000000058
2025-11-16,41,ELE00041,1,324.78,324.78,13,False,0.0,TXN000000059
2025-11-16,41,ELE00041,1,324.78,324.78,18,False,0.0,TXN000000060
2025-11-16,41,ELE00041,1,324.78,324.78,12,False,0.0,TXN000000061
2025-11-16,41,ELE00041,1,324.78,324.78,19,False,0.0,TXN000000062
2025-11-16,40,BOO00040,4,36.75,147.0,17,False,0.0,TXN000000063
2025-11-16,40,BOO00040,1,36.75,36.75,16,False,0.0,TXN000000064
2025-11-16,5,HEA00005,1,61.24,61.24,16,False,0.0,TXN000000065
2025-11-16,46,HOM00046,1,223.37,223.37,12,False,0.0,TXN000000066
2025-11-16,30,FOO00030,1,23.14,23.14,14,False,0.0,TXN000000067
2025-11-16,24,SPO00024,1,93.18,93.18,17,False,0.0,TXN000000068
2025-11-16,24,SPO00024,1,93.18,93.18,15,False,0.0,TXN000000069
2025-11-16,24,SPO00024,1,93.18,93.18,9,False,0.0,TXN000000070
2025-11-16,24,SPO00024,1,93.18,93.18,17,False,0.0,TXN000000071
2025-11-16,24,SPO00024,1,93.18,93.18,13,False,0.0,TXN000000072
2025-11-16,24,SPO00024,1,93.18,93.18,14,False,0.0,TXN000000073
2025-11-16,24,SPO00024,1,93.18,93.18,17,False,0.0,TXN000000074
2025-11-16,24,SPO00024,2,93.18,186.36,13,False,0.0,TXN000000075
2025-11-16,24,SPO00024,1,93.18,93.18,16,False,0.0,TXN000000076
2025-11-16,24,SPO00024,1,93.18,93.18,12,False,0.0,TXN000000077
2025-11-16,24,SPO00024,1,93.18,93.18,15,False,0.0,TXN000000078
2025-11-16,24,SPO00024,3,93.18,279.54,14,False,0.0,TXN000000079
2025-11-16,24,SPO00024,1,93.18,93.18,11,False,0.0,TXN000000080
2025-11-16,45,ELE00045,1,161.82,161.82,15,False,0.0,TXN000000081
2025-11-16,45,ELE00045,1,161.82,161.82,14,False,0.0,TXN000000082
2025-11-16,45,ELE00045,1,161.82,161.82,16,False,0.0,TXN000000083
2025-11-16,45,ELE00045,1,161.82,161.82,17,False,0.0,TXN000000084
2025-11-16,45,ELE00045,1,161.82,161.82,11,False,0.0,TXN000000085
2025-11-16,45,ELE00045,1,161.82,161.82,13,False,0.0,TXN000000086
2025-11-16,45,ELE00045,1,161.82,161.82,18,False,0.0,TXN000000087
2025-11-16,45,ELE00045,1,161.82,161.82,15,False,0.0,TXN000000088
2025-11-16,45,ELE00045,3,161.82,485.46,17,False,0.0,TXN000000089
2025-11-16,45,ELE00045,1,161.82,161.82,14,False,0.0,TXN000000090
2025-11-16,45,ELE00045,1,161.82,161.82,9,False,0.0,TXN000000091
2025-11-16,45,ELE00045,2,161.82,323.64,12,False,0.0,TXN000000092
2025-11-16,45,ELE00045,1,161.82,161.82,9,False,0.0,TXN000000093
2025-11-16,45,ELE00045,1,161.82,161.82,16,False,0.0,TXN000000094
2025-11-16,45,ELE00045,1,161.82,161.82,12,False,0.0,TXN000000095
2025-11-17,16,CLO00016,1,58.39,58.39,16,False,0.0,TXN000010096
2025-11-17,16,CLO00016,1,58.39,58.39,16,False,0.0,TXN000010097
2025-11-17,23,SPO00023,1,120.9,120.9,17,False,0.0,TXN000010098
2025-11-17,23,SPO00023,1,120.9,120.9,15,False,0.0,TXN000010099
2025-11-17,47,TOY00047,1,66.57,66.57,11,False,0.0,TXN000010100
2025-11-17,47,TOY00047,1,66.57,66.57,10,False,0.0,TXN000010101
2025-11-17,44,ELE00044,1,454.81,454.81,16,False,0.0,TXN000010102
2025-11-17,21,HEA00021,1,76.38,76.38,18,False,0.0,TXN000010103
2025-11-17,21,HEA00021,1,76.38,76.38,14,False,0.0,TXN000010104
2025-11-17,21,HEA00021,1,76.38,76.38,15,False,0.0,TXN000010105
2025-11-17,21,HEA00021,1,76.38,76.38,12,False,0.0,TXN000010106
2025-11-17,21,HEA00021,1,76.38,76.38,12,False,0.0,TXN000010107
2025-11-17,41,ELE00041,4,324.78,1299.12,14,False,0.0,TXN000010108
2025-11-17,41,ELE00041,1,324.78,324.78,11,False,0.0,TXN000010109
2025-11-17,41,ELE00041,1,324.78,324.78,15,False,0.0,TXN000010110
2025-11-17,43,FOO00043,1,5.78,5.78,15,False,0.0,TXN000010111
2025-11-17,43,FOO00043,3,5.78,17.34,16,False,0.0,TXN000010112
2025-11-17,43,FOO00043,1,5.78,5.78,17,False,0.0,TXN000010113
2025-11-17,43,FOO00043,1,5.78,5.78,16,False,0.0,TXN000010114
2025-11-17,43,FOO00043,1,5.78,5.78,11,False,0.0,TXN000010115
2025-11-17,43,FOO00043,1,5.78,5.78,9,False,0.0,TXN000010116
2025-11-17,43,FOO00043,1,5.78,5.78,12,False,0.0,TXN000010117
2025-11-17,3,HOM00003,1,95.08,95.08,10,False,0.0,TXN000010118
2025-11-17,3,HOM00003,1,95.08,95.08,13,False,0.0,TXN000010119
2025-11-17,11,HOM00011,1,256.18,256.18,12,False,0.0,TXN000010120
2025-11-17,11,HOM00011,1,256.18,256.18,16,False,0.0,TXN000010121
2025-11-17,11,HOM00011,3,256.18,768.54,15,False,0.0,TXN000010122
2025-11-17,11,HOM00011,1,256.18,256.18,11,False,0.0,TXN000010123
2025-11-17,11,HOM00011,1,256.18,256.18,15,False,0.0,TXN000010124
2025-11-17,11,HOM00011,1,256.18,256.18,15,False,0.0,TXN000010125
2025-11-17,37,TOY00037,1,88.71,88.71,16,False,0.0,TXN000010126
2025-11-17,37,TOY00037,1,88.71,88.71,14,False,0.0,TXN000010127
2025-11-17,37,TOY00037,1,88.71,88.71,15,False,0.0,TXN000010128
2025-11-17,37,TOY00037,1,88.71,88.71,16,False,0.0,TXN000010129
2025-11-17,37,TOY00037,1,88.71,88.71,9,False,0.0,TXN000010130
2025-11-17,37,TOY00037,1,88.71,88.71,14,False,0.0,TXN000010131
2025-11-17,37,TOY00037,1,88.71,88.71,15,False,0.0,TXN000010132
2025-11-17,37,TOY00037,1,88.71,88.71,14,False,0.0,TXN000010133
2025-11-17,13,ELE00013,1,122.36,122.36,14,False,0.0,TXN000010134
2025-11-17,13,ELE00013,1,122.36,122.36,11,False,0.0,TXN000010135
2025-11-17,36,CLO00036,1,123.92,123.92,13,False,0.0,TXN000010136
2025-11-17,36,CLO00036,1,123.92,123.92,14,False,0.0,TXN000010137
2025-11-17,36,CLO00036,1,123.92,123.92,14,False,0.0,TXN000010138
2025-11-17,14,BOO00014,3,36.76,110.28,11,False,0.0,TXN000010139
2025-11-17,49,TOY00049,1,64.35,64.35,16,False,0.0,TXN000010140
2025-11-17,38,CLO00038,1,64.58,64.58,14,False,0.0,TXN000010141
2025-11-17,38,CLO00038,1,64.58,64.58,15,False,0.0,TXN000010142
2025-11-17,38,CLO00038,1,64.58,64.58,13,False,0.0,TXN000010143
2025-11-17,38,CLO00038,1,64.58,64.58,15,False,0.0,TXN000010144
2025-11-17,1,HEA00001,1,36.69,36.69,19,False,0.0,TXN000010145
2025-11-17,1,HEA00001,1,36.69,36.69,13,False,0.0,TXN000010146
2025-11-17,50,SPO00050,1,164.96,164.96,16,False,0.0,TXN000010147
2025-11-17,26,BOO00026,1,19.33,19.33,15,False,0.0,TXN000010148
2025-11-17,26,BOO00026,1,19.33,19.33,14,False,0.0,TXN000010149
2025-11-17,12,BOO00012,1,45.88,45.88,15,False,0.0,TXN000010150
2025-11-17,17,TOY00017,1,98.46,98.46,13,False,0.0,TXN000010151
2025-11-17,17,TOY00017,1,98.46,98.46,17,False,0.0,TXN000010152
2025-11-17,17,TOY00017,1,98.46,98.46,15,False,0.0,TXN000010153
2025-11-17,27,HEA00027,1,22.72,22.72,12,False,0.0,TXN000010154
2025-11-17,46,HOM00046,1,223.37,223.37,14,False,0.0,TXN000010155
2025-11-17,46,HOM00046,1,223.37,223.37,11,False,0.0,TXN000010156
2025-11-17,18,SPO00018,1,96.99,96.99,18,False,0.0,TXN000010157
2025-11-18,25,SPO00025,1,161.73,161.73,16,False,0.0,TXN000020158
2025-11-18,25,SPO00025,3,161.73,485.19,12,False,0.0,TXN000020159
2025-11-18,36,CLO00036,1,123.92,123.92,9,False,0.0,TXN000020160
2025-11-18,36,CLO00036,1,123.92,123.92,16,False,0.0,TXN000020161
2025-11-18,36,CLO00036,1,123.92,123.92,16,False,0.0,TXN000020162
2025-11-18,22,HOM00022,1,48.73,48.73,17,False,0.0,TXN000020163
2025-11-18,22,HOM00022,1,48.73,48.73,18,False,0.0,TXN000020164
2025-11-18,35,HOM00035,1,210.24,210.24,11,False,0.0,TXN000020165
2025-11-18,30,FOO00030,1,23.14,23.14,11,False,0.0,TXN000020166
2025-11-18,30,FOO00030,2,23.14,46.28,16,False,0.0,TXN000020167
2025-11-18,30,FOO00030,2,23.14,46.28,14,False,0.0,TXN000020168
2025-11-18,30,FOO00030,1,23.14,23.14,17,False,0.0,TXN000020169
2025-11-18,4,CLO00004,1,136.33,136.33,13,False,0.0,TXN000020170
2025-11-18,4,CLO00004,1,136.33,136.33,15,False,0.0,TXN000020171
2025-11-18,4,CLO00004,1,136.33,136.33,15,False,0.0,TXN000020172
2025-11-18,4,CLO00004,1,136.33,136.33,15,False,0.0,TXN000020173
2025-11-18,4,CLO00004,1,136.33,136.33,14,False,0.0,TXN000020174
2025-11-18,4,CLO00004,1,136.33,136.33,14,False,0.0,TXN000020175
2025-11-18,42,ELE00042,1,262.92,262.92,16,False,0.0,TXN000020176
2025-11-18,42,ELE00042,3,262.92,788.76,14,False,0.0,TXN000020177
2025-11-18,42,ELE00042,2,262.92,525.84,16,False,0.0,TXN000020178
2025-11-18,8,BOO00008,1,10.02,10.02,14,False,0.0,TXN000020179
2025-11-18,8,BOO00008,1,10.02,10.02,14,False,0.0,TXN000020180
2025-11-18,8,BOO00008,1,10.02,10.02,15,False,0.0,TXN000020181
2025-11-18,7,ELE00007,1,278.86,278.86,14,False,0.0,TXN000020182
2025-11-18,7,ELE00007,3,278.86,836.58,10,False,0.0,TXN000020183
2025-11-18,7,ELE00007,1,278.86,278.86,15,False,0.0,TXN000020184
2025-11-18,7,ELE00007,1,278.86,278.86,12,False,0.0,TXN000020185
2025-11-18,7,ELE00007,1,278.86,278.86,12,False,0.0,TXN000020186
2025-11-18,16,CLO00016,1,58.39,58.39,17,False,0.0,TXN000020187
2025-11-18,16,CLO00016,1,58.39,58.39,15,False,0.0,TXN000020188
2025-11-18,16,CLO00016,1,58.39,58.39,15,False,0.0,TXN000020189
2025-11-18,13,ELE00013,1,122.36,122.36,16,False,0.0,TXN000020190
2025-11-18,13,ELE00013,1,122.36,122.36,11,False,0.0,TXN000020191
2025-11-18,13,ELE00013,1,122.36,122.36,16,False,0.0,TXN000020192
2025-11-18,13,ELE00013,1,122.36,122.36,13,False,0.0,TXN000020193
2025-11-18,13,ELE00013,2,122.36,244.72,12,False,0.0,TXN000020194
2025-11-18,13,ELE00013,1,122.36,122.36,14,False,0.0,TXN000020195
2025-11-18,13,ELE00013,1,122.36,122.36,16,False,0.0,TXN000020196
2025-11-18,13,ELE00013,1,122.36,122.36,14,False,0.0,TXN000020197
2025-11-18,13,ELE00013,1,122.36,122.36,9,False,0.0,TXN000020198
2025-11-18,13,ELE00013,1,122.36,122.36,14,False,0.0,TXN000020199
2025-11-18,13,ELE00013,1,122.36,122.36,16,False,0.0,TXN000020200
2025-11-18,45,ELE00045,1,161.82,161.82,15,False,0.0,TXN000020201
2025-11-18,45,ELE00045,1,161.82,161.82,13,False,0.0,TXN000020202
2025-11-18,45,ELE00045,1,161.82,161.82,17,False,0.0,TXN000020203
2025-11-18,45,ELE00045,1,161.82,161.82,16,False,0.0,TXN000020204
2025-11-18,18,SPO00018,1,96.99,96.99,11,False,0.0,TXN000020205
2025-11-18,18,SPO00018,1,96.99,96.99,12,False,0.0,TXN000020206
2025-11-18,18,SPO00018,1,96.99,96.99,15,False,0.0,TXN000020207
2025-11-18,18,SPO00018,1,96.99,96.99,15,False,0.0,TXN000020208
2025-11-18,39,FOO00039,1,7.46,7.46,14,False,0.0,TXN000020209
2025-11-18,17,TOY00017,2,98.46,196.92,13,False,0.0,TXN000020210
2025-11-18,17,TOY00017,1,98.46,98.46,16,False,0.0,TXN000020211
2025-11-19,24,SPO00024,1,93.18,93.18,16,False,0.0,TXN000030212
2025-11-19,40,BOO00040,1,36.75,36.75,14,False,0.0,TXN000030213
2025-11-19,40,BOO00040,1,36.75,36.75,10,False,0.0,TXN000030214
2025-11-19,38,CLO00038,1,64.58,64.58,18,False,0.0,TXN000030215
2025-11-19,16,CLO00016,1,58.39,58.39,13,False,0.0,TXN000030216
2025-11-19,16,CLO00016,1,58.39,58.39,13,False,0.0,TXN000030217
2025-11-19,16,CLO00016,1,58.39,58.39,15,False,0.0,TXN000030218
2025-11-19,14,BOO00014,1,36.76,36.76,12,False,0.0,TXN000030219
2025-11-19,50,SPO00050,2,164.96,329.92,15,False,0.0,TXN000030220
2025-11-19,50,SPO00050,1,164.96,164.96,15,False,0.0,TXN000030221
2025-11-19,50,SPO00050,1,164.96,164.96,13,False,0.0,TXN000030222
2025-11-19,50,SPO00050,1,164.96,164.96,11,False,0.0,TXN000030223
2025-11-19,50,SPO00050,1,164.96,164.96,16,False,0.0,TXN000030224
2025-11-19,15,FOO00015,1,14.71,14.71,11,False,0.0,TXN000030225
2025-11-19,15,FOO00015,1,14.71,14.71,14,False,0.0,TXN000030226
2025-11-19,15,FOO00015,1,14.71,14.71,10,False,0.0,TXN000030227
2025-11-19,15,FOO00015,1,14.71,14.71,11,False,0.0,TXN000030228
2025-11-19,15,FOO00015,1,14.71,14.71,18,False,0.0,TXN000030229
2025-11-19,15,FOO00015,1,14.71,14.71,12,False,0.0,TXN000030230
2025-11-19,15,FOO00015,1,14.71,14.71,9,False,0.0,TXN000030231
2025-11-19,26,BOO00026,1,19.33,19.33,13,False,0.0,TXN000030232
2025-11-19,26,BOO00026,1,19.33,19.33,15,False,0.0,TXN000030233
2025-11-19,46,HOM00046,1,223.37,223.37,13,False,0.0,TXN000030234
2025-11-19,29,CLO00029,1,63.64,63.64,15,False,0.0,TXN000030235
2025-11-19,29,CLO00029,1,63.64,63.64,12,False,0.0,TXN000030236
2025-11-19,29,CLO00029,1,63.64,63.64,12,False,0.0,TXN000030237
2025-11-19,36,CLO00036,1,123.92,123.92,16,False,0.0,TXN000030238
2025-11-19,36,CLO00036,1,123.92,123.92,15,False,0.0,TXN000030239
2025-11-19,36,CLO00036,1,123.92,123.92,14,False,0.0,TXN000030240
2025-11-19,30,FOO00030,1,23.14,23.14,16,False,0.0,TXN000030241
2025-11-19,28,BOO00028,1,46.76,46.76,12,False,0.0,TXN000030242
2025-11-19,28,BOO00028,1,46.76,46.76,13,False,0.0,TXN000030243
2025-11-19,34,FOO00034,1,21.37,21.37,12,False,0.0,TXN000030244
2025-11-19,34,FOO00034,1,21.37,21.37,14,False,0.0,TXN000030245
2025-11-19,31,ELE00031,1,260.91,260.91,16,False,0.0,TXN000030246
2025-11-19,31,ELE00031,1,260.91,260.91,17,False,0.0,TXN000030247
2025-11-19,31,ELE00031,1,260.91,260.91,18,False,0.0,TXN000030248
2025-11-19,23,SPO00023,1,120.9,120.9,10,False,0.0,TXN000030249
2025-11-19,23,SPO00023,1,120.9,120.9,18,False,0.0,TXN000030250
2025-11-19,23,SPO00023,1,120.9,120.9,16,False,0.0,TXN000030251
2025-11-20,18,SPO00018,1,96.99,96.99,14,False,0.0,TXN000040252
2025-11-20,16,CLO00016,1,58.39,58.39,18,False,0.0,TXN000040253
2025-11-20,16,CLO00016,1,58.39,58.39,15,False,0.0,TXN000040254
2025-11-20,16,CLO00016,1,58.39,58.39,16,False,0.0,TXN000040255
2025-11-20,16,CLO00016,1,58.39,58.39,11,False,0.0,TXN000040256
2025-11-20,16,CLO00016,1,58.39,58.39,17,False,0.0,TXN000040257
2025-11-20,16,CLO00016,1,58.39,58.39,13,False,0.0,TXN000040258
2025-11-20,16,CLO00016,1,58.39,58.39,14,False,0.0,TXN000040259
2025-11-20,16,CLO00016,1,58.39,58.39,18,False,0.0,TXN000040260
2025-11-20,16,CLO00016,1,58.39,58.39,11,False,0.0,TXN000040261
2025-11-20,16,CLO00016,1,58.39,58.39,17,False,0.0,TXN000040262
2025-11-20,42,ELE00042,1,262.92,262.92,16,False,0.0,TXN000040263
2025-11-20,2,BOO00002,1,19.31,19.31,16,False,0.0,TXN000040264
2025-11-20,2,BOO00002,1,19.31,19.31,16,False,0.0,TXN000040265
2025-11-20,2,BOO00002,1,19.31,19.31,16,False,0.0,TXN000040266
2025-11-20,2,BOO00002,1,19.31,19.31,11,False,0.0,TXN000040267
2025-11-20,50,SPO00050,1,164.96,164.96,18,False,0.0,TXN000040268
2025-11-20,50,SPO00050,1,164.96,164.96,11,False,0.0,TXN000040269
2025-11-20,50,SPO00050,1,164.96,164.96,15,False,0.0,TXN000040270
2025-11-20,50,SPO00050,1,164.96,164.96,12,False,0.0,TXN000040271
2025-11-20,50,SPO00050,1,164.96,164.96,16,False,0.0,TXN000040272
2025-11-20,50,SPO00050,1,164.96,164.96,14,False,0.0,TXN000040273
2025-11-20,50,SPO00050,1,164.96,164.96,14,False,0.0,TXN000040274
2025-11-20,12,BOO00012,1,45.88,45.88,15,False,0.0,TXN000040275
2025-11-20,12,BOO00012,1,45.88,45.88,11,False,0.0,TXN000040276
2025-11-20,34,FOO00034,1,21.37,21.37,12,False,0.0,TXN000040277
2025-11-20,34,FOO00034,1,21.37,21.37,16,False,0.0,TXN000040278
2025-11-20,34,FOO00034,1,21.37,21.37,12,False,0.0,TXN000040279
2025-11-20,27,HEA00027,1,22.72,22.72,16,False,0.0,TXN000040280
2025-11-20,27,HEA00027,1,22.72,22.72,16,False,0.0,TXN000040281
2025-11-20,27,HEA00027,1,22.72,22.72,18,False,0.0,TXN000040282
2025-11-20,6,HEA00006,1,64.45,64.45,13,False,0.0,TXN000040283
2025-11-20,6,HEA00006,1,64.45,64.45,15,False,0.0,TXN000040284
2025-11-20,6,HEA00006,1,64.45,64.45,15,False,0.0,TXN000040285
2025-11-20,6,HEA00006,1,64.45,64.45,14,False,0.0,TXN000040286
2025-11-20,6,HEA00006,1,64.45,64.45,9,False,0.0,TXN000040287
2025-11-20,6,HEA00006,1,64.45,64.45,13,False,0.0,TXN000040288
2025-11-20,6,HEA00006,1,64.45,64.45,10,False,0.0,TXN000040289
2025-11-20,6,HEA00006,1,64.45,64.45,14,False,0.0,TXN000040290
2025-11-20,6,HEA00006,1,64.45,64.45,10,False,0.0,TXN000040291
2025-11-20,6,HEA00006,1,64.45,64.45,15,False,0.0,TXN000040292
2025-11-20,6,HEA00006,1,64.45,64.45,15,False,0.0,TXN000040293
2025-11-20,25,SPO00025,1,161.73,161.73,14,False,0.0,TXN000040294
2025-11-20,25,SPO00025,1,161.73,161.73,10,False,0.0,TXN000040295
2025-11-20,25,SPO00025,1,161.73,161.73,16,False,0.0,TXN000040296
2025-11-20,30,FOO00030,1,23.14,23.14,14,False,0.0,TXN000040297
2025-11-20,30,FOO00030,1,23.14,23.14,11,False,0.0,TXN000040298
2025-11-20,30,FOO00030,1,23.14,23.14,14,False,0.0,TXN000040299
2025-11-20,35,HOM00035,1,210.24,210.24,18,False,0.0,TXN000040300
2025-11-20,35,HOM00035,1,210.24,210.24,14,False,0.0,TXN000040301
2025-11-20,35,HOM00035,1,210.24,210.24,16,False,0.0,TXN000040302
2025-11-20,35,HOM00035,1,210.24,210.24,14,False,0.0,TXN000040303
2025-11-20,35,HOM00035,1,210.24,210.24,13,False,0.0,TXN000040304
2025-11-20,35,HOM00035,1,210.24,210.24,15,False,0.0,TXN000040305
2025-11-20,35,HOM00035,1,210.24,210.24,13,False,0.0,TXN000040306
2025-11-20,35,HOM00035,1,210.24,210.24,9,False,0.0,TXN000040307
2025-11-20,35,HOM00035,1,210.24,210.24,16,False,0.0,TXN000040308
2025-11-20,35,HOM00035,1,210.24,210.24,14,False,0.0,TXN000040309
2025-11-20,7,ELE00007,1,278.86,278.86,17,False,0.0,TXN000040310
2025-11-20,7,ELE00007,1,278.86,278.86,12,False,0.0,TXN000040311
2025-11-20,7,ELE00007,1,278.86,278.86,14,False,0.0,TXN000040312
2025-11-20,7,ELE00007,1,278.86,278.86,11,False,0.0,TXN000040313
2025-11-20,7,ELE00007,1,278.86,278.86,15,False,0.0,TXN000040314
2025-11-20,7,ELE00007,1,278.86,278.86,14,False,0.0,TXN000040315
2025-11-20,7,ELE00007,1,278.86,278.86,16,False,0.0,TXN000040316
2025-11-20,7,ELE00007,1,278.86,278.86,15,False,0.0,TXN000040317
2025-11-20,44,ELE00044,3,454.81,1364.43,15,False,0.0,TXN000040318
2025-11-20,44,ELE00044,1,454.81,454.81,10,False,0.0,TXN000040319
2025-11-20,44,ELE00044,1,454.81,454.81,13,False,0.0,TXN000040320
2025-11-20,11,HOM00011,1,256.18,256.18,10,False,0.0,TXN000040321
2025-11-20,11,HOM00011,1,256.18,256.18,9,False,0.0,TXN000040322
2025-11-20,4,CLO00004,1,136.33,136.33,11,False,0.0,TXN000040323
2025-11-20,4,CLO00004,1,136.33,136.33,14,False,0.0,TXN000040324
2025-11-20,4,CLO00004,1,136.33,136.33,17,False,0.0,TXN000040325
2025-11-20,4,CLO00004,3,136.33,408.99,15,False,0.0,TXN000040326
2025-11-20,4,CLO00004,2,136.33,272.66,15,False,0.0,TXN000040327
2025-11-20,4,CLO00004,1,136.33,136.33,10,False,0.0,TXN000040328
2025-11-20,4,CLO00004,1,136.33,136.33,12,False,0.0,TXN000040329
2025-11-20,14,BOO00014,1,36.76,36.76,12,False,0.0,TXN000040330
2025-11-20,14,BOO00014,3,36.76,110.28,14,False,0.0,TXN000040331
2025-11-20,14,BOO00014,1,36.76,36.76,15,False,0.0,TXN000040332
2025-11-20,14,BOO00014,1,36.76,36.76,11,False,0.0,TXN000040333
2025-11-20,14,BOO00014,1,36.76,36.76,12,False,0.0,TXN000040334
2025-11-20,14,BOO00014,1,36.76,36.76,17,False,0.0,TXN000040335
2025-11-20,14,BOO00014,1,36.76,36.76,14,False,0.0,TXN000040336
2025-11-20,14,BOO00014,1,36.76,36.76,17,False,0.0,TXN000040337
2025-11-20,14,BOO00014,1,36.76,36.76,10,False,0.0,TXN000040338
2025-11-20,14,BOO00014,1,36.76,36.76,14,False,0.0,TXN000040339
2025-11-20,14,BOO00014,1,36.76,36.76,14,False,0.0,TXN000040340
2025-11-21,36,CLO00036,1,123.92,123.92,18,False,0.0,TXN000050341
2025-11-21,36,CLO00036,1,123.92,123.92,14,False,0.0,TXN000050342
2025-11-21,36,CLO00036,1,123.92,123.92,16,False,0.0,TXN000050343
2025-11-21,36,CLO00036,1,123.92,123.92,15,False,0.0,TXN000050344
2025-11-21,5,HEA00005,1,61.24,61.24,11,False,0.0,TXN000050345
2025-11-21,46,HOM00046,1,223.37,223.37,13,False,0.0,TXN000050346
