date,product_id,sku,transaction_type,quantity_change,stock_level_after,optimal_stock_level,days_of_supply,inventory_value,supplier,cost_per_unit,lost_sales,stockout_reason
2026-02-08,2,BOO00002,daily_snapshot,-3,46,50.0,41.53142857142858,457.23999999999995,,,,
2026-02-09,2,BOO00002,daily_snapshot,0,46,50.0,41.53142857142858,457.23999999999995,,,,
2026-02-10,2,BOO00002,daily_snapshot,0,46,50.0,41.53142857142858,457.23999999999995,,,,
2026-02-11,2,BOO00002,daily_snapshot,0,46,50.0,41.53142857142858,457.23999999999995,,,,
2026-02-12,2,BOO00002,daily_snapshot,0,46,50.0,41.53142857142858,457.23999999999995,,,,
2026-02-13,2,BOO00002,daily_snapshot,0,46,50.0,41.53142857142858,457.23999999999995,,,,
2025-11-16,3,HOM00003,daily_snapshot,0,132,146.0,110.0,6491.76,,,,
2025-11-17,3,HOM00003,daily_snapshot,-2,130,146.0,108.33333333333334,6393.4,,,,
2025-11-18,3,HOM00003,daily_snapshot,0,130,146.0,108.33333333333334,6393.4,,,,
2025-11-19,3,HOM00003,daily_snapshot,0,130,146.0,108.33333333333334,6393.4,,,,
2025-11-20,3,HOM00003,daily_snapshot,0,130,146.0,108.33333333333334,6393.4,,,,
2025-11-21,3,HOM00003,daily_snapshot,-2,128,146.0,106.66666666666667,6295.04,,,,
2025-11-22,3,HOM00003,daily_snapshot,0,128,146.0,106.66666666666667,6295.04,,,,
2025-11-23,3,HOM00003,daily_snapshot,0,128,146.0,106.66666666666667,6295.04,,,,
2025-11-24,3,HOM00003,daily_snapshot,0,128,146.0,106.66666666666667,6295.04,,,,
2025-11-25,3,HOM00003,daily_snapshot,-1,127,146.0,105.83333333333334,6245.86,,,,
2025-11-26,3,HOM00003,daily_snapshot,0,127,146.0,105.83333333333334,6245.86,,,,
2025-11-27,3,HOM00003,daily_snapshot,0,127,146.0,105.83333333333334,6245.86,,,,
2025-11-28,3,HOM00003,daily_snapshot,0,127,146.0,105.83333333333334,6245.86,,,,
2025-11-29,3,HOM00003,daily_snapshot,0,127,146.0,105.83333333333334,6245.86,,,,
2025-11-30,3,HOM00003,daily_snapshot,0,127,146.0,105.83333333333334,6245.86,,,,
2025-12-01,3,HOM00003,daily_snapshot,0,127,146.0,105.83333333333334,6245.86,,,,
2025-12-02,3,HOM00003,daily_snapshot,-4,123,146.0,102.5,6049.14,,,,
2025-12-03,3,HOM00003,daily_snapshot,0,123,146.0,102.5,6049.14,,,,
2025-12-04,3,HOM00003,daily_snapshot,0,123,146.0,102.5,6049.14,,,,
2025-12-05,3,HOM00003,daily_snapshot,-1,122,146.0,101.66666666666667,5999.96,,,,
2025-12-06,3,HOM00003,daily_snapshot,0,122,146.0,101.66666666666667,5999.96,,,,
2025-12-07,3,HOM00003,daily_snapshot,0,122,146.0,101.66666666666667,5999.96,,,,
2025-12-08,3,HOM00003,daily_snapshot,-5,117,146.0,97.5,5754.06,,,,
2025-12-09,3,HOM00003,daily_snapshot,0,117,146.0,97.5,5754.06,,,,
2025-12-10,3,HOM00003,daily_snapshot,0,117,146.0,97.5,5754.06,,,,
2025-12-11,3,HOM00003,daily_snapshot,0,117,146.0,97.5,5754.06,,,,
2025-12-12,3,HOM00003,daily_snapshot,-6,111,146.0,92.5,5458.98,,,,
2025-12-13,3,HOM00003,daily_snapshot,0,111,146.0,92.5,5458.98,,,,
2025-12-14,3,HOM00003,daily_snapshot,0,111,146.0,92.5,5458.98,,,,
2025-12-15,3,HOM00003,daily_snapshot,0,111,146.0,92.5,5458.98,,,,
2025-12-16,3,HOM00003,daily_snapshot,0,111,146.0,92.5,5458.98,,,,
2025-12-17,3,HOM00003,daily_snapshot,0,111,146.0,92.5,5458.98,,,,
2025-12-18,3,HOM00003,daily_snapshot,0,111,146.0,92.5,5458.98,,,,
2025-12-19,3,HOM00003,daily_snapshot,0,111,146.0,92.5,5458.98,,,,
2025-12-20,3,HOM00003,daily_snapshot,0,111,146.0,92.5,5458.98,,,,
2025-12-21,3,HOM00003,daily_snapshot,0,111,146.0,92.5,5458.98,,,,
2025-12-22,3,HOM00003,daily_snapshot,0,111,146.0,92.5,5458.98,,,,
2025-12-23,3,HOM00003,daily_snapshot,-1,110,146.0,91.66666666666667,5409.8,,,,
2025-12-24,3,HOM00003,daily_snapshot,0,110,146.0,91.66666666666667,5409.8,,,,
2025-12-25,3,HOM00003,daily_snapshot,0,110,146.0,91.66666666666667,5409.8,,,,
2025-12-26,3,HOM00003,daily_snapshot,0,110,146.0,91.66666666666667,5409.8,,,,
2025-12-27,3,HOM00003,daily_snapshot,0,110,146.0,91.66666666666667,5409.8,,,,
2025-12-28,3,HOM00003,daily_snapshot,0,110,146.0,91.66666666666667,5409.8,,,,
2025-12-29,3,HOM00003,daily_snapshot,0,110,146.0,91.66666666666667,5409.8,,,,
2025-12-30,3,HOM00003,daily_snapshot,-5,105,146.0,87.5,5163.9,,,,
2025-12-31,3,HOM00003,daily_snapshot,0,105,146.0,87.5,5163.9,,,,
2026-01-01,3,HOM00003,daily_snapshot,0,105,146.0,87.5,5163.9,,,,
2026-01-02,3,HOM00003,daily_snapshot,0,105,146.0,87.5,5163.9,,,,
2026-01-03,3,HOM00003,daily_snapshot,0,105,146.0,87.5,5163.9,,,,
2026-01-04,3,HOM00003,daily_snapshot,0,105,146.0,87.5,5163.9,,,,
2026-01-05,3,HOM00003,daily_snapshot,0,105,146.0,87.5,5163.9,,,,
2026-01-06,3,HOM00003,daily_snapshot,-1,104,146.0,86.66666666666667,5114.72,,,,
2026-01-07,3,HOM00003,daily_snapshot,-1,103,146.0,85.83333333333334,5065.54,,,,
2026-01-08,3,HOM00003,daily_snapshot,0,103,146.0,85.83333333333334,5065.54,,,,
2026-01-09,3,HOM00003,daily_snapshot,0,103,146.0,85.83333333333334,5065.54,,,,
2026-01-10,3,HOM00003,daily_snapshot,0,103,146.0,85.83333333333334,5065.54,,,,
2026-01-11,3,HOM00003,daily_snapshot,0,103,146.0,85.83333333333334,5065.54,,,,
2026-01-12,3,HOM00003,daily_snapshot,-5,98,146.0,81.66666666666667,4819.64,,,,
2026-01-13,3,HOM00003,daily_snapshot,0,98,146.0,81.66666666666667,4819.64,,,,
2026-01-14,3,HOM00003,daily_snapshot,-1,97,146.0,80.83333333333334,4770.46,,,,
2026-01-15,3,HOM00003,daily_snapshot,0,97,146.0,80.83333333333334,4770.46,,,,
2026-01-16,3,HOM00003,daily_snapshot,0,97,146.0,80.83333333333334,4770.46,,,,
2026-01-17,3,HOM00003,daily_snapshot,-1,96,146.0,80.0,4721.28,,,,
2026-01-18,3,HOM00003,daily_snapshot,-2,94,146.0,78.33333333333334,4622.92,,,,
2026-01-19,3,HOM00003,daily_snapshot,0,94,146.0,78.33333333333334,4622.92,,,,
2026-01-20,3,HOM00003,daily_snapshot,0,94,146.0,78.33333333333334,4622.92,,,,
2026-01-21,3,HOM00003,daily_snapshot,0,94,146.0,78.33333333333334,4622.92,,,,
2026-01-22,3,HOM00003,daily_snapshot,0,94,146.0,78.33333333333334,4622.92,,,,
2026-01-23,3,HOM00003,daily_snapshot,-3,91,146.0,75.83333333333334,4475.38,,,,
2026-01-24,3,HOM00003,daily_snapshot,0,91,146.0,75.83333333333334,4475.38,,,,
2026-01-25,3,HOM00003,daily_snapshot,0,91,146.0,75.83333333333334,4475.38,,,,
2026-01-26,3,HOM00003,daily_snapshot,0,91,146.0,75.83333333333334,4475.38,,,,
2026-01-27,3,HOM00003,daily_snapshot,0,91,146.0,75.83333333333334,4475.38,,,,
2026-01-28,3,HOM00003,daily_snapshot,-1,90,146.0,75.0,4426.2,,,,
2026-01-29,3,HOM00003,daily_snapshot,0,90,146.0,75.0,4426.2,,,,
2026-01-30,3,HOM00003,daily_snapshot,0,90,146.0,75.0,4426.2,,,,
2026-01-31,3,HOM00003,daily_snapshot,0,90,146.0,75.0,4426.2,,,,
2026-02-01,3,HOM00003,daily_snapshot,-1,89,146.0,74.16666666666667,4377.0199999999995,,,,
2026-02-02,3,HOM00003,daily_snapshot,0,89,146.0,74.16666666666667,4377.0199999999995,,,,
2026-02-03,3,HOM00003,daily_snapshot,-3,86,146.0,71.66666666666667,4229.48,,,,
2026-02-04,3,HOM00003,daily_snapshot,0,86,146.0,71.66666666666667,4229.48,,,,
2026-02-05,3,HOM00003,daily_snapshot,0,86,146.0,71.66666666666667,4229.48,,,,
2026-02-06,3,HOM00003,daily_snapshot,0,86,146.0,71.66666666666667,4229.48,,,,
2026-02-07,3,HOM00003,daily_snapshot,0,86,146.0,71.66666666666667,4229.48,,,,
2026-02-08,3,HOM00003,daily_snapshot,-2,84,146.0,70.0,4131.12,,,,
2026-02-09,3,HOM00003,daily_snapshot,0,84,146.0,70.0,4131.12,,,,
2026-02-10,3,HOM00003,daily_snapshot,0,84,146.0,70.0,4131.12,,,,
2026-02-11,3,HOM00003,daily_snapshot,0,84,146.0,70.0,4131.12,,,,
2026-02-12,3,HOM00003,daily_snapshot,0,84,146.0,70.0,4131.12,,,,
2026-02-13,3,HOM00003,daily_snapshot,0,84,146.0,70.0,4131.12,,,,
2025-11-16,4,CLO00004,daily_snapshot,0,72,66.0,65.58415841584159,5070.960000000001,,,,
2025-11-17,4,CLO00004,daily_snapshot,0,72,66.0,65.58415841584159,5070.960000000001,,,,
2025-11-18,4,CLO00004,daily_snapshot,-6,66,66.0,60.11881188118812,4648.38,,,,
2025-11-19,4,CLO00004,daily_snapshot,0,66,66.0,60.11881188118812,4648.38,,,,
2025-11-20,4,CLO00004,daily_snapshot,-10,56,66.0,51.00990099009901,3944.0800000000004,,,,
2025-11-21,4,CLO00004,daily_snapshot,-3,53,66.0,48.27722772277228,3732.7900000000004,,,,
2025-11-22,4,CLO00004,daily_snapshot,0,53,66.0,48.27722772277228,3732.7900000000004,,,,
2025-11-23,4,CLO00004,daily_snapshot,0,53,66.0,48.27722772277228,3732.7900000000004,,,,
2025-11-24,4,CLO00004,daily_snapshot,0,53,66.0,48.27722772277228,3732.7900000000004,,,,
2025-11-25,4,CLO00004,daily_snapshot,-3,50,66.0,45.54455445544554,3521.5000000000005,,,,
2025-11-26,4,CLO00004,daily_snapshot,-1,49,66.0,44.633663366336634,3451.07,,,,
2025-11-27,4,CLO00004,daily_snapshot,0,49,66.0,44.633663366336634,3451.07,,,,
2025-11-28,4,CLO00004,daily_snapshot,0,49,66.0,44.633663366336634,3451.07,,,,
2025-11-29,4,CLO00004,daily_snapshot,0,49,66.0,44.633663366336634,3451.07,,,,
2025-11-30,4,CLO00004,daily_snapshot,0,49,66.0,44.633663366336634,3451.07,,,,
2025-12-01,4,CLO00004,daily_snapshot,0,49,66.0,44.633663366336634,3451.07,,,,
2025-12-02,4,CLO00004,daily_snapshot,0,49,66.0,44.633663366336634,3451.07,,,,
2025-12-03,4,CLO00004,daily_snapshot,-3,46,66.0,41.9009900990099,3239.78,,,,
